id,genres,tag
7644.0,Documentary,Kim Longinotto-Ziba Mir+AC0-Hosseini
7650.0,Horror,atmospheric-bleak-claustrophobic-disturbing-menacing-visceral-menacing-Vincent Price-folk horror-erlend's DVDs-Vincent Price-Vincent Price-based on a book-based on a poem-Edgar Allan Poe-Vincent Price-BD+AC0-R-DVD+AC0-R
7669.0,Romance,based on a book-Colin Firth-Jane Austen-Jennifer Ehle-etaege-Colin Firth-period drama-Colin Firth-Jane Austen-Jennifer Ehle-acting-based on a book-story-witty-Bob+ACo-ola-19th century-England-period drama-not a movie-19th century-based on a book-England-Jane Austen-made for TV-remake-siblings-TV series-Jane Austen-not a movie-Surprise Octopus-adapted from:book-author:Jane Austen-author:Jane Austen-comedy of manners-almost as good as the book-romantic-19th century-Colin Firth-comedy of manners-England-Jane Austen-period drama-romantic-TV series-witty-Jane Austen-19th century-Colin Firth-Jane Austen-period drama-romantic-author:Jane Austen-19th century-adapted from:book-almost as good as the book-author:Jane Austen-Colin Firth-comedy of manners-Jane Austen-perrot library-drama-author:Jane Austen-Colin Firth-England-TV series-period drama-19th century-author:Jane Austen-comedy of manners-romantic-19th century-comedy of manners-period drama-romantic-available DVD-period drama-19th century-acting-adapted from:book-author:Jane Austen-Colin Firth-comedy of manners-England-Father+AC0-Daughter Relationship-Jennifer Ehle-made for TV-matchmaking-period drama-rural-sisters-TV miniseries-19th century-England-Jane Austen-made for TV-romantic-rural-story-TV series-Simon Langton
7698.0,Thriller,Bibliothek-Jack Lemmon-Jane Fonda-Michael Douglas-nuclear disaster films-Jack Lemmon-Jane Fonda-Michael Douglas-nuclear disaster films-dramatic-BD+AC0-R-Betamax-CLV-corporate greed-social commentary-AFI 100 (Thrills)-Jack Lemmon-James Bridges-DVD
7699.0,Documentary,fake documental
7742.0,Horror,wierd-easily confused with other movie(s) (title)-narrated-sentient dog-best movie ever-inner thoughts of a bull terrier-sentient dog-sentient dog-wierd
7748.0,Crime,cerebral-enigmatic-LOVERS ON THE LAM-lyrical-quirky-reflective-STAR+AC0-CROSSED LOVERS-stylized-witty-pop art-Jean+AC0-Luc Godard-Anna Karina-lyrical-Anna Karina-Jean+AC0-Luc Godard-facebook rec-In Netflix queue-Criterion-vhs-Criterion-Jean+AC0-Luc Godard
7762.0,Thriller,intelligent-British-espionage-erlend's DVDs-espionage-Alec Guinness-Alec Guinness-spy-intelligent-adapted from:book-author:John le Carre-espionage-murder-espionage-british-espionage-book-book was better-espionage-intelligent-spy-Alec Guinness-espionage-Frances Alcock-John Irvin-intelligent-spy
7763.0,Romance,Tom Tykwer
7764.0,Horror,cult-VHS
7772.0,Thriller,BD+AC0-R-DVD+AC0-R
7786.0,Documentary,musical-Florida Film Festival Winner-Florida Film Festival Winner Best Documentary Feature Grand Jury Award 1999-movielens top pick-musical-overtone singing-tradition-Tuvan throat singing-movielens top pick-Roko Belic
7792.0,Thriller,Warren Beatty-erlend's DVDs-cinematographer:Gordon Willis-In Netflix queue-BD+AC0-R-holes70s-Alan J. Pakula-conspiracy-hopeless
7808.0,Romance,70mm-BD+AC0-R
7820.0,Crime,Oscar (Best Foreign Language Film)-austere-chilly-DEATH OF A CHILD-disturbing-OBSESSIVE QUESTS-OUT FOR REVENGE-somber-stylized-tense-black and white-good plot-no soundtrack-rape-revenge-rape-revenge-Christianity-extensive mystism-religion-Christianity-dramatic irony-erlend's DVDs-Ingmar Bergman-Max von Sydow-medieval times-rape-religion-revenge-supernatural-medieval-religion-Christianity-good plot-Ingmar Bergman-medieval-psychology-religion-Criterion-DVD+AC0-Video-disturbing-medieval-psychology-psychology-violence-way of life-disturbing-dramatic irony-religion-Christianity-Criterion-disturbing-medieval-miracle-psychology-rape-religion-Janus 50-Criterion-Ingmar Bergman
7824.0,Romance,nudity (topless)-NO+AF8-FA+AF8-GANES
7828.0,War,less than 300 ratings-Rod Serling-01/11-01/12-02/11-03/11-04/11-05/11-06/11-11/10-11/11-12/10-12/11-'And When The Germans Came Over The Ridge They Suddenly Went Blind+ACE-'
7837.0,Romance,VHS
7881.0,Horror,Tumey's DVDs-zombies-Scary Movies To See on Halloween-gratuitous underwear scene-pre+AC0-code Hollywood-voodoo zombies-zombies-zombies-BD+AC0-R-DVD+AC0-RAM-DVD+AC0-Video-public domain-voodoo zombies-zombies-voodoo zombies
7882.0,Horror,to see: zombie-zombies-BD+AC0-R-vhs
7883.0,Horror,cinematography-voodoo-Val Lewton-voodoo-Val Lewton-based on a book-Charlotte Bronte-BD+AC0-R-DVD+AC0-RAM-Sven's to see list-cinematography-Jacques Tourneur-Val Lewton-Jacques Tourneur
7885.0,Horror,Hammer Film Productions-Nudity (Rear)-Nudity (Topless)-DVD+AC0-RAM
7886.0,Horror,vampire-Hammer production-Ingrid Pitt-gothic
7901.0,Horror,H.P. Lovecraft-Vincent Price-Scary Movies To See on Halloween-Edgar Allan Poe-less than 300 ratings-H.P. Lovecraft-H.P. Lovecraft-BD+AC0-R-H.P. Lovecraft
7912.0,Thriller,less than 300 ratings
7913.0,Horror,eerie-goth-menacing-stylized-Mario Bava
7914.0,Documentary,wanttosee-less than 300 ratings-Walter Ruttmann
7921.0,Horror,boring-illogical-Betamax
7922.0,Crime,BD+AC0-R
7924.0,Thriller,atmospheric-bleak-moody-OBSESSIVE QUESTS-ROOKIE COPS-tense-Akira Kurosawa-Toshiro Mifune-guns-Japan-tense-my dvds-Akira Kurosawa-Japan-Toshiro Mifune-Japan-police-Tokyo-Akira Kurosawa-atmospheric-Japan-police-In Netflix queue-Criterion-DVD+AC0-RAM-DVD+AC0-Video-Sven's to see list-Akira Kurosawa-atmospheric-Criterion-film noir-guns-Japan-noir-police-Toshiro Mifune-library-guns-Akira Kurosawa-Criterion-Akira Kurosawa-atmospheric-ballistics-baseball-black market-bleak-Criterion-firing range-guns-heat wave-Japan-mass transport-police-ROOKIE COPS-Seen 2006-small+AC0-time crooks-tense-Toho-Tokyo-Akira Kurosawa-Toshir+//0Aw//9AIP//QDC//0AtA- Mifune-Akira Kurosawa-Criterion-Takashi Shimura-Toshir+//0Aw//9ALQ- Mifune
7932.0,Documentary,3.5-homelessness-DJ Shadow-Homeless-addiction-Amtrak-documentary-foul language-Homeless-homelessness-New York-New York City-sad-Train-trains-New York City-trains-Amtrak-Homeless-independent-New York-Sundance award winner-Train-documentary-Marc Singer-addiction-documentary-To See-addiction-Amtrak-documentary-Homeless-addiction-New York City-Marc Singer-intelligent-netflixbacklist
7936.0,War,austere-biting-bleak-CRISIS OF CONSCIENCE-CRUMBLING MARRIAGES-disturbing-POLITICAL UNREST-erlend's DVDs-Ingmar Bergman-Liv Ullmann-Max von Sydow-war-Ingmar Bergman-Liv Ullmann-Max von Sydow-Annemari-island-austere-Ingmar Bergman-Ingmar Bergman
7942.0,Romance,erlend's DVDs-Ingmar Bergman-BD+AC0-R-Criterion-Ingmar Bergman
7943.0,Crime,atmospheric-bleak-CRIME GONE AWRY-DISHONOR AMONG THIEVES-FEMMES FATALES-gloomy-gritty-HAUNTED BY THE PAST-moody-noir thriller-atmospheric-bleak-CRIME GONE AWRY-detective-gritty-hit men-insurance-moody-murder-robbery-noir thriller-noir thriller-based on a book-Ernest Hemingway-noir thriller-noir thriller-noir thriller-noir thriller-noir thriller-noir thriller-Ernest Hemingway-hit men-remade-noir thriller-noir thriller-Criterion-BD+AC0-R-noir thriller-noir thriller-noir thriller-easily confused with other movie(s) (title)-National Film Registry-noir thriller-noir thriller-noir thriller-adapted from:short story-atmospheric-author:Ernest Hemingway-Bechdel Test:Fail-black and white-bleak-boxing-Burt Lancaster-CRIME GONE AWRY-Criterion-detective-diner-DISHONOR AMONG THIEVES-Edgar Award (Best Motion Picture)-FEMMES FATALES-FilmAffinity top pick-gloomy-gritty-HAUNTED BY THE PAST-hit men-insurance-moody-murder-National Film Registry-New Jersey-noir thriller-Oscar Nominee: Director-Oscar Nominee: Editing-Oscar Nominee: Music +AC0- Score +AC0- Drama-Oscar Nominee: Screenwriting-Philadelphia-robbery-Seen 2008-Best of Rotten Tomatoes: All Time-Criterion-Robert Siodmak
7944.0,Thriller,Ava Gardner-Mexico-based on a play-Latin America-Mexico-Tennessee Williams-author:Tennessee Williams-BD+AC0-R-Betamax-classic-drama-Social Drama-John Huston
7952.0,Horror,Tumey's DVDs
7958.0,Crime,BD+AC0-R
7987.0,Horror,campy-puppets-stop motion
7994.0,Horror,Scary Movies To See on Halloween-erlend's DVDs-buried alive-Edgar Allan Poe-CLV
8003.0,Horror,Scary Movies To See on Halloween-erlend's DVDs-Val Lewton-Val Lewton-BD+AC0-R-DVD+AC0-RAM
8011.0,Documentary,outsiders-rebels-social message-1960s-history-politics-History-NR-enlightening-politics-politics-archive footage-Bill Siegel-Sam Green
8042.0,Crime,Bibliothek-Harvey Keitel-Martin Scorsese-Robert De Niro-Tumey's VHS-catholic-need to own-Martin Scorsese-mafia-New York City-oscar (best directing)-R-rated+AC0-R-directionless-directionless-horrible people-oscar (best directing)-BD+AC0-R-New York City-National Film Registry-Harvey Keitel-mafia-Martin Scorsese-New York City-Robert De Niro-Martin Scorsese-directionless-plodding-slow-Martin Scorsese
8044.0,Crime,Tumey's DVDs-corruption-escape-fugitive-prison escape-wrongly accused-DVD+AC0-RAM-National Film Registry-visually appealing-Mervyn LeRoy
8125.0,Romance,atmospheric-dreamlike-passionate-poignant-sentimental-stylized-criterion-atmospheric-dreamlike-stylized-atmospheric-100 Essential Female Performances-BFI classic-BD+AC0-R-CLV-DVD+AC0-RAM-silent movie-afi-atmospheric-F.W. Murnau-Janet Gaynor-passionate-stylized-USA film registry-National Film Registry-To See-Oscar (Best Actress)-Oscar (Best Cinematography)-Not available from Netflix-FilmAffinity top pick-F.W. Murnau
8129.0,Documentary,movie business-pornography-documentary-social commentary-vhs
8130.0,Documentary,easily confused with other movie(s) (title)
8140.0,War,military-10/09-Charles Frend
8158.0,Crime,undercover cop-cops-drugs-undercover cop-addiction-based on a book-corruption-drugs-police-police corruption-small town-Texas-undercover cop-drugs-Lili Fini Zanuck
8199.0,Thriller,lays it on thick-overrated-Japan-atmospheric-deliberate-eerie-elegiac-lyrical-moody-reflective-Criterion-Kenji Mizoguchi-masterpiece-atmospheric-Kenji Mizoguchi-surreal-Japan-greatest movie of all time-Criterion-Betamax-DVD+AC0-R-DVD+AC0-RAM-DVD+AC0-Video-greed-surreal-Kenji Mizoguchi-atmospheric-eerie-Japan-Janus 50-Criterion-Kenji Mizoguchi
8206.0,Horror,Fay Wray-erlend's DVDs-Michael Curtiz-dated slang-Fay Wray-Frank McHugh-Glenda Farrell-Lionel Atwell-Michael Curtiz-snappy banter-wax museum-less than 300 ratings-Fay Wray-Glenda Farrell-Lionel Atwell-Michael Curtiz-BD+AC0-R-CLV-DVD+AC0-R-Two+AC0-color Technicolor-Fay Wray-Glenda Farrell-Michael Curtiz
8225.0,Horror,horror-suspense-zombie-zombies-zombies-zombie-Patricia Tallman-Tom Savini-remake-zombies-remake-horror-horror-suspense-zombies-horror-remake-suspense-Tom Savini-zombies-zombies-zombie-Tom Savini-zombies
8237.0,War,Carol Reed
8256.0,Romance,17th century-cross+AC0-dressing women-cross dressing-Greta Garbo-lesbian subtext-pre+AC0-code Hollywood-Rouben Mamoulian-royalty-Sweden-17th century-cross dressing-cross dressing women-royalty-Sweden-Greta Garbo-cross dressing-Greta Garbo-Sweden-100 Essential Female Performances-BD+AC0-R-Sweden-Rouben Mamoulian
8264.0,Documentary,compassionate-earnest-quirky-wry-Criterion-Criterion-BD+AC0-R-co+AC0-dependancy-decay-docventures-estate-mother daughter relationship-Bouvier Family-Albert Maysles-Criterion-David Maysles-Ellen Hovde-Muffie Meyer
8327.0,Romance,deliberate-downbeat-intimate-LOVERS REUNITED-melancholy-MENTAL ILLNESS-poignant-STAR+AC0-CROSSED LOVERS-wistful-Takeshi Kitano-slow paced-surreal-slow paced-surreal-Takeshi Kitano-Japan-Takeshi Kitano-Japan-melancholy-downbeat-melancholy-melancholy-surreal-love-surreal-Kitano-dolls-Filmifriikki-Movielens QuickPick-To See-Takeshi Kitano-Takeshi Kitano
8329.0,War,Jean Negulesco
8337.0,War,Bogart-erlend's DVDs-personality disorder-Humphrey Bogart-authority-Fred MacMurray-Humphrey Bogart-personality disorder-based on a book-military-military court-World War II-authority-Book-courtroom-military-mutiny-military-courtroom-Humphrey Bogart-military-personality disorder-WW II-Fred MacMurray-Humphrey Bogart-BD+AC0-R-personality disorder-some funny pissed off Bogie scenes-U.S.S. Kearsarge (CV+AC0-33)-Edward Dmytryk
8340.0,Thriller,perseverance-persistence-prison escape-Clint Eastwood-prison escape-dvd+AC0-r-Clint Eastwood-Clint Eastwood-prison-seen more than once-Alcatraz-escape-island-prison-prison escape-Alcatraz-prison escape-prison-Clint Eastwood-Don Siegel-seen more than once-prison-prison-prison escape-prison-prison escape-CLV-Alcatraz-escape-island-prison-prison escape-USA-seen more than once-Clint Eastwood-prison escape-library-Clint Eastwood-reviewed-Clint Eastwood-prison escape-Don Siegel-na dysku-Clint Eastwood-Don Siegel
8375.0,Documentary,less than 300 ratings-politics-Politics-politics-At Rogers Video-documentary-own-politics-Harry Thomason-Nickolas Perry
8397.0,Romance,in netflix queue-Ireland
8405.0,Horror,atmospheric-CRUMBLING MARRIAGES-EXTRAMARITAL AFFAIRS-gloomy-grim-hallucinatory-LIFE IN THE ARTS-somber-stylized-Tumey's DVDs-erlend's DVDs-Ingmar Bergman-hallucinatory-who cares DVDs-DVD+AC0-RAM-atmospheric-hallucinatory-stylized-Annemari-husband+AC0-wife relationship-insomnia-painter-To See-atmospheric-atmospheric-Ingmar Bergman
8410.0,Crime,BD+AC0-R-DVD+AC0-Video
8422.0,Romance,less than 300 ratings-Ann Sheridan-Betty Field-Charles Coburn-Erich Wolfgang Korngold-Robert Cummings-Ronald Reagan-Sam Wood-BD+AC0-R-add to prospects list-Sam Wood
8424.0,Romance,adultery-Chester Morris-Conrad Nagel-divorce-Norma Shearer-pre+AC0-code Hollywood-Robert Montgomery-divorce-BD+AC0-R-Norma+ACE-
8455.0,Documentary,Oscar (Best Documentary Feature)-Mark Jonathan Harris
8459.0,Romance,amazing cinematography-film adaptation-Great b+ACY-w movie-great performances-atmospheric-biting-literate-talky-urbane-19th century-Classic-Montgomery Clift-Olivia de Havilland-Playlist-erlend's DVDs-Olivia de Havilland-William Wyler-Old-National Film Registry-To See-beautifully enigmatic-Oscar (Best Actress)-19th century-Oscar (Best Actress)-William Wyler
8484.0,War,Japan-Masaki Kobayashi-Tatsuya Nakadai-World War II-World War II-World War II-01/10-01/11-01/12-02/10-02/11-03/10-03/11-05/11-06/11-11/09-11/10-11/11-12/09-12/10-Masaki Kobayashi-Tatsuya Nakadai
8491.0,Crime,50's +ACY- 60's-Tumey's DVDs-50's +ACY- 60's-James Cagney-mother+AC0-son relationship-trains-gangsters-police-undercover cop-Jimmy Cagney-who cares DVDs-noir-BD+AC0-R-DVD+AC0-RAM-VHS-gangsters-burn victim-car chase-cars-chase-coverup-domineering mother-Drive+AC0-In-gangs-gangsters-headache-hearing impairment-heist-husband+AC0-wife relationship-infidelity-library-lip reading-mother+AC0-son relationship-National Film Registry-oedipal-Oedipus Complex-police-prison-trains-undercover cop-thrilling-AFI 100 (Movie Quotes)-Raoul Walsh
8495.0,Crime,Edward Furlong-Willem Dafoe
8496.0,Romance,Tumey's DVDs-heroin-Al Pacino-looks interesting +AC0ALQ- plot-Jerry Schatzberg
8505.0,Romance,Golden Palm-Nudity (Topless)-Nudity (Topless)-01/12-05/11-06/11-09/09-10/11-11/11-12/11-'Is That What She Calls It?'-K+//0Aw//9ALQ-ji Yakusho-Sh+//0Aw//9ALQ-hei Imamura
8521.0,Horror,Fredric March-alter ego-black and white-cinematography-Fredric March-Miriam Hopkins-murder-nudity-pre+AC0-code Hollywood-Robert Louis Stevenson-Rouben Mamoulian-Fredric March-Scary Movies To See on Halloween-Subscription-erlend's DVDs-adapted from:book-alter ego-author:Robert Louis Stevenson-killer+AC0-as+AC0-protagonist-related:Dr. Jekyll and Mr. Hyde-tale:Jekyll+ACY-Hyde-BD+AC0-R-DVD+AC0-R-DVD+AC0-RAM-classic-murder-serial killer-Oscar (Best Actor)-should like-Rouben Mamoulian
8527.0,Crime,Clive Owen-Jonathan Rhys Meyers-Clive Owen-Jonathan Rhys Meyers
8530.0,Romance,scotland-slow pacing-deafness-family drama-scotland-Gerry Butler-Emily Mortimer-glasgow scotland-not ireland-scotland-deafness-Scotland-single parents-sad-tearful ending-deafness-ending twist-scotland-Ireland-deafness-Gerard Butler-deafness-Emily Mortimer-Gerard Butler-scotland-single parents-tearful ending-slow pacing-netflix-on computer-library-courtroom-pick+AC0-dad-pick+AC0-mom-Emily Mortimer-Gerard Butler-Ireland-Shona Auerbach
8533.0,Romance,Gena Rowlands-Heather Wahlquist-James Garner-James Marsden-Joan Allen-Rachel McAdams-Ryan Gosling-memories-romance-Rachel McAdams-Romance-Ryan Gosling-sappy-The most romantic-Boring-chick flick-CLASS DIFFERENCES-memory loss-Rachel McAdams-Romance-Ryan Gosling-CLASS DIFFERENCES-memories-romance-sad-chick flick-CLASS DIFFERENCES-Rachel McAdams-Romance-Boring-kiss and shout-manipulative psychos portrayed as dream lovers-overrated-predictable-pure boring pointless romance-riddled with clich+//0Aw//9AKk--sappy-chick flick-CLASS DIFFERENCES-FIRST LOVE-generations-life choices-memories-memory loss-movie to see-Rachel McAdams-Romance-romantic-Ryan Gosling-sentimental-To See-chick flick-life choices-sentimental-chick flick-FIRST LOVE-Rachel McAdams-romance-romantic-Ryan Gosling-sentimental-owned-CLASS DIFFERENCES-memories-memory loss-Romance-Ryan Gosling-avi-Based on Nicholas Sparks Novel-memory loss-romance-sad-great ending-Rachel McAdams-Romance-Ryan Gosling-movie to see-Romance-The most romantic-great ending-romance-ryan gosling-Rachel McAdams-romance-Romance-+//0Aw//9AIX//QDC//0Aof/9AMP//QCF//0A4v/9AID//QCg-uk-Romance-beautiful scenery-great ending-Romance-sentimental-nudity (topless)-CLASS DIFFERENCES-great ending-Rachel McAdams-Romance-Ryan Gosling-Romance-great ending-romance-Ryan Gosling-beautiful scenery-manipulative-riddled with clich+//0Aw//9AKk--Well acted-great ending-Romance-Ryan Gosling-1-great ending-beautiful scenery-Romance-sentimental-great ending-Romance-covers a lifespan-memories-movie to see-Romance-The most romantic-To See-great ending-The most romantic-FIRST LOVE-life choices-Rachel McAdams-The most romantic-sad-beautiful scenery-CLASS DIFFERENCES-great ending-memory loss-predictable-sad-chick flick-sentimental-CLASS DIFFERENCES-FIRST LOVE-great ending-life choices-memories-memory loss-sad-sentimental-DVD+AC0-Video-PG+AC0-13-Romance-predictable-Rachel McAdams-Ryan Gosling-sad-Love+ACY-War-romance-Jan Sardi-Jeremy Leven-PG+AC0-13-bad ending-Romance-romantic-sad ending-sentimental-generations-life choices-Rachel McAdams-Ryan Gosling-sentimental-beautiful scenery-memories-Rachel McAdams-romance-romantic-Ryan Gosling-sentimental-predictable-Rachel McAdams-Romance-sad-sentimental-Based on Nicholas Sparks Novel-chick flick-Nudity (Topless)-predictable-Rachel McAdams-Romance-Ryan Gosling-sentimental-the most touching-great ending-PG+AC0-13-Romance-sad-sentimental-great ending-Romance-Ryan Gosling-Alzheimer's-Rachel McAdams-Ryan Gosling-South-CLASS DIFFERENCES-covers a lifespan-FIRST LOVE-generations-life choices-memories-memory loss-notebook-nursing home-on dvr-Rachel McAdams is hot-summery-To See-sappy love story-Boring-chick flick-derivative-James Marsden-Joan Allen-predictable-Rachel McAdams-romantic-Ryan Gosling-sappy-sentimental-great ending-undressing-Rachel McAdams-romance-Ryan Gosling-sentimental-great ending-life choices-Romance-tolerable chick flick-covers a lifespan-memory loss-sad-Nick Cassavetes-chick flick-cliche ending-predictable-costumes-FIRST LOVE-overrated-predictable-Rachel McAdams-Ryan Gosling
8540.0,War,less than 300 ratings-war
8573.0,Romance,Bibliothek-atmospheric-BRIEF ENCOUNTERS-DANGEROUS ATTRACTION-dreamlike-moody-SELF+AC0-DESTRUCTIVE ROMANCE-stylized-WRITER'S LIFE-PG13-beautiful-debut film-dreamlike-fantasy world-love-multiple roles-my shopping list-notable soundtrack-on dvr-photographer-Nonlinear Surrealism-Christoffer Boe
8577.0,Documentary,Oliver Stone-less than 300 ratings-Oliver Stone
8581.0,Documentary,geeks-get-Apple-geeks-history-Microsoft-non+AC0-fiction-business-computers-geeks-history-true story-computers-non+AC0-fiction-apple-computers-history-non+AC0-fiction-true story-geeks-computers-geeks-history-true story-geeks-computers-geeks-history-to watch-good story-would have benefited from higher production values-like+AC0-i+AC0-like top pick-apple-geeks-good story-history-apple-computers-Microsoft-own-Martyn Burke-Want
8587.0,Documentary,celebrity-Documentary-Hollywood-Music-Rock-rock and roll
8589.0,War,Finnish-Finnish-history-foreign language-war-war movie-war movie-history-independence-war-war-history-independence-war-based on a book-memasa's movies-foreign language-Pekka Parikka
8600.0,Crime,Tumey's DVDs-gangster-Humphrey Bogart-James Cagney-CLV-basketball-corruption-gambling-gangster-library-money-pool-priest-safe (for valuables)-basketball-Michael Curtiz
8608.0,Thriller,disturbing-enigmatic-moody-ominous-Betamax-Claude Chabrol
8622.0,Documentary,Bibliothek-not seen-Netflix Finland-social commentary-Golden Palm-conspiracy theory-documentary-documentary-anti+AC0-Bush-reality check-iraq-Iraq War-liberal propaganda-michael moore-3.5-etaege-anti+AC0-war-controversial-politics-satire-social commentary-comedy-conspiracy-documentary-family-Michael Moore-military-politics-social commentary-US President-conspiracy theory-documentary-good-realistic-anti+AC0-Bush-Michael Moore-terrorism-US history-documentary-conspiracy-documentary-Michael Moore-documentary-politics-terrorism-makes you think-political-Michael Moore-satire-conspiracy theory-George Bush-bush-comedy-government-avi-left wing-liberal-politics-september 11th-iraq-Michael Moore-politics-terrorism-war-global terrorism-conspiracy theory-In Netflix queue-conspiracy-corruption-Michael Moore-Michael Moore-movie to see-usa government-revolutionary-Michael Moore-documentary-conspiracy theory-anti+AC0-Bush-crap-fable-political-propaganda-documentary-satire-Michael Moore-military-politics-satire-social commentary-terrorism-michael moore-9/11-american idiocy-Bush bashing-controversial-corruption-history-Iraq-Iraq War-Middle East-military-politics-terrorism-US President-Bush bashing-politics-conspiracy theory-misrepresentation-propaganda-Eric's Dvds-Politics-violence-conspiracy theory-+AD4--politics-conspiracy-political-terrorism-USA-factual-awful-social commentary-Michael Moore-Documentary-Michael Moore-crap-documentary critique-US President-politics-satire-Michael Moore-politics-terrorism-comedy-political-politics-bullshit-conspiracy-George Bush-liberal-Michael Moore-terrorism-anti+AC0-Bush-iraq-Iraq War-political-terrorism-Michael Moore-turd-conspiracy theory-conspiracy-Iraq War-Michael Moore-military-family-DVD+AC0-Video-Michael Moore-documentary-USA-conspiracy-corruption-Michael Moore-politics-conspiracy theory-conspiracy theory-documentary-michael moore-politics-propaganda-interesting-moore-conspiracy theory-3-Guns-Michael Moore-political-excellent-Must see+ACE--LIberal-propaganda-no-conspiracy theory-must see-Michael Moore-Politics-conspiracy theory-coverup-disinfo-disinformation-comedy-documentary-Guns-Michael Moore-politics-satire-social commentary-US history-war-sensationalistic-9/11-Golden Palm-Golden Raspberry (Worst Actor)-library-entertaining-Documentary-Michael Moore-politics-propaganda-propaganda-documentary-documentary-social commentary-anti+AC0-Bush-controversial-corruption-documentary-Michael Moore-Middle East-Political-social commentary-Terrorism-cliched-populistic-propaganda-liberal-politics-conspiracy theory-political-conspiracy-liberal-political-politics-terrorism-politics-propaganda-social commentary-political-thruth revelation-documentary-documentary critique-documentary-own-politics-serious-seen more than once-conspiracy theory-conspiracy theory-comedy-documentary-family-Guns-Michael Moore-politics-Michael Moore-documentary-fable-Michael Moore-politics-terrorism-terror-conspiracy theory-conspiracy theory-american idiocy
8625.0,Documentary,DVD+AC0-R-DVD+AC0-RAM-01/11-02/11-03/11-05/11-06/11-11/10-12/10
8630.0,War,Sturla Gunnarsson
8638.0,Romance,Bibliothek-hippies-quirky-sequel-writers-dialogue-btaege-bittersweet-boring-dialogue-emotional-Paris-philosophical-quirky-romance-romantic-romance-romantic-activist-bittersweet-dialogue-emotional-Ethan Hawke-intelligent-Julie Delpy-Paris-philosophical-quirky-Paris-dialogue-emotional-philosophical-quirky-(s)vcd-buy-real time-bittersweet-dialogue-great dialogue-minimalist-philosophical-Richard Linklater-dialogue-Ethan Hawke-great dialogue-Julie Delpy-minimalist-Paris-Richard Linklater-romance-romantic-dialogue-emotional-minimalist-romance-dialogue-minimalist-romantic-Library System-Paris-minimalist-screenplay-shit-writers-need to own-A MUST SEE-romantic-Best romantic movie in years-Paris-romantic-sequels-Paris-for katie-Paris-sequel-writers-great dialogue-dialogue-emotional-Ethan Hawke-great dialogue-Julie Delpy-minimalist-Paris-philosophical-Richard Linklater-romance-romantic-sequel-sequel-dialogue-great dialogue-romantic-Ethan Hawke-Julie Delpy-dialogue-great dialogue-minimalist-Paris-philosophical-Richard Linklater-romance-romantic-facebook rec-ClearPlay-R-imdb top 250-generation X-generation X-great dialogue-minimalist-romance-emotional-great dialogue-minimalist-paris-romance-boring-overrated-slow paced-Movie about smug-self+AC0-satisfied people-Ethan Hawke-Julie Delpy-Paris-romantic-sequel-Verbose-emotional-Ethan Hawke-Julie Delpy-minimalist-Paris-philosophical-Richard Linklater-romantic-sequel-writers-DVD+AC0-Video-dialogue-Julie Delpy-minimalist-philosophical-Richard Linklater-Verbose-intelligent-minimalist-romance-sequel-bittersweet-dialogue-emotional-minimalist-philosophical-quirky-romantic-sequel-romantic-Paris-great dialogue-philosophical-romance-romantic-bittersweet-dialogue-dialogue driven-emotional-Ethan Hawke-great dialogue-Julie Delpy-minimalist-Paris-philosophical-quirky-romance-romantic-sequel-Verbose-emotional-great dialogue-Julie Delpy-Paris-philosophical-romance-Seen 2014-bittersweet-Best romantic movie in years-dialogue-inconclusive-intelligent-Julie Delpy-nothing new-philosophical-quirky-Richard Linklater-romantic-sequel-Paris-romance-Verbose-activist-dialogue-emotional-generation X-minimalist-Oscar Nominee: Adapted Screenplay-Paris-romantic-Seen 2006-sequel-writers-A MUST SEE-Favorite-romantic-minimalist-Paris-romantic-Do kupienia-bittersweet-dialogue-Richard Linklater-great dialogue-minimalist-Paris-real time-romantic-Richard Linklater-dialogue-great dialogue-romantic-Best romantic movie in years
8639.0,Thriller,perrot library
8645.0,Crime,Netflix Finland-compassionate-DRUG TRADE-earnest-gritty-INNOCENCE LOST-poignant-tense-etaegeshelf-dark-drugs-gritty-INNOCENCE LOST-Latin America-poignant-tense-columbia-mule-new york city-compassionate-drugs-smuggling-teen pregnancy-Colombian-Colombia-drugs-immigrants-Latin America-pregnancy-smuggling-South America-teen pregnancy-watched 2006-tense-drogas-drugs-immigrants-columbia-estrangeinro-actress too old-too upper class-compassionate-dark-earnest-gritty-hearthbreaking-immigrants-Interesting-poignant-pregnancy-smuggling-teen pregnancy-tense-drug addiction-holes00s-based on 1000 true stories-not very moving though-Amaguana-Bogota-Columbia-Equador-Jackson Heights-New York-smuggling-trafficking-NO+AF8-FA+AF8-GANES-dark-drug trade-gritty-immigrants-pregnancy-+ACI-Columbian +ACIAIg-mule+ACIAIg- story+ACI--Interesting-colombia-Colombian-compassionate-drug trade-immigrants-Latin America-New York-pregnancy-smuggling-cocaina-colombia-drogas-mulas-narcotrafico-Joshua Marston
8652.0,Crime,Rita Moreno-seen 2015
8656.0,Crime,bleak-confrontational-deliberate-disturbing-matter+AC0-of+AC0-fact-reflective-death penalty-short-disturbing-Sven's to see list-NO+AF8-FA+AF8-GANES-austere-lawyer-library-multiple storylines-murder-taxi driver-The Decalogue series-wandering-Krzysztof Kieslowski
8658.0,Thriller,Nudity (Full Frontal +AC0- Notable)
